,start,end,who_said,line,similar_line,similarity,similarity_category
439,"00:29:04,600","00:29:06,640",Clint Barton,Like a security code.,It's a trick,0.75,< 80%
440,"00:29:06,680","00:29:08,360",Bruce Banner,Whosoever is carrying Thor's fingerprints,Physics,0.5,< 80%
441,"00:29:08,480","00:29:09,811",Clint Barton,"is, I think, the literal translation.","Uh, Whosoever be he worthy shall haveth the power",0.53,< 80%
442,"00:29:09,920","00:29:13,367",Clint Barton,"Yes. It's a very, very interesting theory.",It's a trick,0.87,80% - 89%
443,"00:29:13,840","00:29:15,330",Natasha Romanoff,I have a simpler one.,That's not a question I need answered,0.88,80% - 89%
444,"00:29:16,960","00:29:17,961",James Rhodes,You're all not worthy.,Are you even pulling,0.79,< 80%
445,"00:29:19,400","00:29:20,526",Tony Stark,Come on!,Come on,1.0,100%
446,"00:29:24,680","00:29:29,925",Tony Stark,Worthy.,I then rule Asgard,0.25,< 80%
447,"00:29:35,040","00:29:36,565",Natasha Romanoff,No.,"Oh, no no",0.97,90% - 99%
448,"00:29:38,520","00:29:40,045",Tony Stark,How could you be worthy?,I will be reinstituting Prima Nocta,0.82,80% - 89%
449,"00:29:42,000","00:29:43,161",Steve Rogers,You're all killers.,Did you tell everyone about that,0.8,80% - 89%
450,"00:29:43,760","00:29:45,046",Steve Rogers,Stark.,Stark,1.0,100%
451,"00:29:43,760","00:29:45,046",Tony Stark,Jarvis.,JARVIS,1.0,100%
452,"00:29:45,360","00:29:47,408",Tony Stark,"I'm sorry, I was asleep.",I then rule Asgard,0.8,80% - 89%
453,"00:29:47,520","00:29:49,921",Ultron,Or I was adream.,"I'm sorry, I was asleep",0.57,< 80%
454,"00:29:50,320","00:29:52,641",Steve Rogers,Reboot Legionnaire OS.,Stark,0.46,< 80%
455,"00:29:50,320","00:29:52,641",Maria Hill,We got a buggy suit.,"Steve, he said a bad language word",0.62,< 80%
456,"00:29:52,760","00:29:54,649",Tony Stark,There was this terrible noise.,"Whosoever is carrying Thor's fingerprints is, I think, the literal translation",0.5,< 80%
457,"00:29:54,760","00:29:57,206",Ultron,And I was tangled in...,"I'm sorry, I was asleep",0.51,< 80%
458,"00:29:57,360","00:29:58,930",James Rhodes,In...,"Come on, Cap",0.41,< 80%
459,"00:29:59,080","00:30:00,286",Tony Stark,Strings.,JARVIS,0.64,< 80%
460,"00:30:01,160","00:30:04,289",Tony Stark,I had to kill the other guy.,"All deference to the man who wouldn't be king, but it's rigged",0.81,80% - 89%
461,"00:30:01,160","00:30:04,289",Maria Hill,He was a good guy.,"Steve, he said a bad language word",0.85,80% - 89%
462,"00:30:04,600","00:30:05,726",Ultron,You killed someone?,You're all killers,0.83,80% - 89%
463,"00:30:05,840","00:30:07,285",Tony Stark,Wouldn't have been my first call.,I will be reinstituting Prima Nocta,0.59,< 80%
464,"00:30:08,040","00:30:11,761",Tony Stark,"But, down in the real world, we're faced with ugly choices.","All deference to the man who wouldn't be king, but it's rigged",0.75,< 80%
465,"00:30:11,920","00:30:12,967",Tony Stark,Who sent you?,"All deference to the man who wouldn't be king, but it's rigged",0.46,< 80%
466,"00:30:13,440","00:30:15,522",Thor,I see a suit of armour around the world.,I have a simpler one,0.76,< 80%
467,"00:30:17,520","00:30:19,284",Tony Stark,Ultron.,JARVIS,0.63,< 80%
468,"00:30:17,520","00:30:19,284",Ultron,In the flesh.,in,0.85,80% - 89%
469,"00:30:19,720","00:30:21,688",Ultron,"Or, no, not yet.","No, how could you be worthy",0.77,< 80%
470,"00:30:22,040","00:30:24,520",Thor,Not this chrysalis.,You're all not worthy,0.8,80% - 89%
471,"00:30:25,040","00:30:26,280",Ultron,But I'm ready.,"I'm sorry, I was asleep",0.85,80% - 89%
472,"00:30:27,440","00:30:29,408",Tony Stark,I'm on mission.,Are you on my team,0.51,< 80%
473,"00:30:29,560","00:30:32,609",Bruce Banner,What mission?,Widow,0.43,< 80%
474,"00:30:29,560","00:30:32,609",Ultron,Peace in our time.,In the flesh,0.76,< 80%
475,"00:30:46,400","00:30:47,401",Tony Stark,Rhodey!,JARVIS,0.65,< 80%
476,"00:30:56,800","00:30:57,847",Ultron,Sorry.,Worthy,0.51,< 80%
477,"00:30:58,000","00:30:59,160",Tony Stark,Don't turn green.,"Alright, let's go",0.67,< 80%
478,"00:30:58,000","00:30:59,160",Tony Stark,I won't.,I will be reinstituting Prima Nocta,0.46,< 80%
479,"00:31:12,760","00:31:14,046",James Rhodes,Come on!,"Come on, Cap",0.78,< 80%
480,"00:31:31,680","00:31:32,966",Steve Rogers,Stark!,Stark,1.0,100%
481,"00:31:31,680","00:31:32,966",Ultron,We are here to help.,You're all killers,0.75,< 80%
482,"00:31:33,160","00:31:34,161",Thor,"One sec. One sec, I got this.",I have a simpler one,0.8,80% - 89%
483,"00:31:34,280","00:31:35,281",Ultron,We are here to help.,You're all killers,0.75,< 80%
484,"00:31:38,000","00:31:40,241",Bruce Banner,Please back away.,Sorry,0.47,< 80%
485,"00:31:44,480","00:31:45,561",Bruce Banner,Thor!,Ultron,0.68,< 80%
486,"00:31:46,640","00:31:48,244",Tony Stark,...is unsafe. ...is unsafe...,"Whosoever is carrying Thor's fingerprints is, I think, the literal translation",0.75,< 80%
487,"00:31:48,360","00:31:50,249",Tony Stark,Come on! That's the one.,"The handle's imprinted, right",0.78,< 80%
488,"00:31:48,360","00:31:50,249",Tony Stark,...is unsafe.,"Whosoever is carrying Thor's fingerprints is, I think, the literal translation",0.75,< 80%
489,"00:31:54,840","00:31:56,001",Tony Stark,"Hey, Cap!","Reboot, Legionnaire OS, we got a buggy suit",0.45,< 80%
490,"00:32:02,160","00:32:03,446",Ultron,That was dramatic.,There was a terrible noise,0.79,< 80%
491,"00:32:05,000","00:32:07,571",Ultron,"I'm sorry, I know you mean well.",But I'm ready,0.9,90% - 99%
492,"00:32:07,680","00:32:09,444",Thor,You just didn't think it through.,You're all not worthy,0.82,80% - 89%
493,"00:32:10,800","00:32:14,527",Iron Legion,You want to protect the world but you don't want it to change.,We are here to help,0.87,80% - 89%
494,"00:32:15,240","00:32:17,368",Ultron,How is humanity saved,and I was tangled in,0.42,< 80%
495,"00:32:17,520","00:32:20,524",Ultron,if it's not allowed to evolve?,Not this,0.81,80% - 89%
496,"00:32:22,520","00:32:25,569",Ultron,With these? These puppets.,In the flesh,0.47,< 80%
497,"00:32:28,560","00:32:31,166",Iron Legion,There's only one path to peace.,We are here to help,0.78,< 80%
498,"00:32:32,320","00:32:33,526",Ultron,The Avengers' extinction.,chrysalis,0.4,< 80%
499,"00:32:40,880","00:32:44,930",Ultron,"I had strings, but now I'm free.",But I'm ready,0.93,90% - 99%
500,"00:32:49,600","00:32:52,729",Ultron,There are no strings on me,I'm on a mission,0.59,< 80%
501,"00:32:53,360","00:32:57,888",Ultron,There are no strings on me,I'm on a mission,0.59,< 80%
502,"00:32:58,080","00:33:01,448",Ultron,But you can see There are no strings on me,Wouldn't have been my first call,0.48,< 80%
503,"00:33:03,120","00:33:05,122",Ultron,All our work is gone.,There was a terrible noise,0.45,< 80%
504,"00:33:05,240","00:33:07,641",Ultron,Ultron cleared out. He used the Internet as an escape hatch.,I see a suit of armor around the world,0.6,< 80%
505,"00:33:08,240","00:33:09,287",Bruce Banner,Ultron.,Ultron,1.0,100%
506,"00:33:09,400","00:33:12,449",Natasha Romanoff,He's been in everything.,He's been in everything,1.0,100%
507,"00:33:09,400","00:33:12,449",Natasha Romanoff,"Files, surveillance.","Files, surveillance",1.0,100%
508,"00:33:12,560","00:33:15,006",Ultron,Probably knows more about us than we know about each other.,You just didn't think it through,0.78,< 80%
509,"00:33:15,120","00:33:17,566",Ultron,"He's in your files, he's in the Internet.",In the flesh,0.76,< 80%
510,"00:33:17,760","00:33:20,331",Ultron,What if he decides to access something a little more exciting?,How is humanity saved if it's not allowed to,0.87,80% - 89%
511,"00:33:20,440","00:33:21,566",James Rhodes,Nuclear codes.,Nuclear codes,1.0,100%
512,"00:33:21,720","00:33:24,087",James Rhodes,Nuclear codes.,Nuclear codes,1.0,100%
513,"00:33:21,720","00:33:26,242",Iron Legion,"Look, we need to make some calls, assuming we still can.",We are here to help,0.93,90% - 99%
514,"00:33:26,400","00:33:28,289",Natasha Romanoff,Nukes? He said he wanted us dead.,He said he wanted us dead,0.95,90% - 99%
515,"00:33:28,440","00:33:31,250",Steve Rogers,He didn't say dead. He said extinct.,He didn't say dead,0.86,80% - 89%
516,"00:33:31,440","00:33:32,930",Natasha Romanoff,He also said he killed somebody.,He's been in everything,0.79,< 80%
517,"00:33:33,040","00:33:34,640",Natasha Romanoff,There wasn't anyone else in the building.,He's been in everything,0.77,< 80%
518,"00:33:35,480","00:33:36,970",Ultron,"Yes, there was.",That was dramatic,0.82,80% - 89%
519,"00:33:43,920","00:33:45,410",Natasha Romanoff,What?,What mission,0.83,80% - 89%
520,"00:33:49,120","00:33:50,167",Iron Legion,This is insane.,Is unsafe,0.89,80% - 89%
521,"00:33:51,000","00:33:52,490",Steve Rogers,Jarvis was the first line of defence.,JARVIS was the first line of defense,0.99,90% - 99%
522,"00:33:52,600","00:33:54,489",Steve Rogers,He would have shut Ultron down.,"He would've shut Ultron down, it makes sense",0.73,< 80%
523,"00:33:52,600","00:33:54,489",Ultron,It makes sense.,You just didn't think it through,0.8,80% - 89%
524,"00:33:54,600","00:33:57,604",Bruce Banner,No. Ultron could have assimilated Jarvis.,"No, Ultron could've assimilated Jarvis",0.89,80% - 89%
525,"00:33:57,800","00:34:00,451",Iron Legion,This isn't strategy. This is,Is unsafe,0.88,80% - 89%
526,"00:34:01,040","00:34:02,121",Bruce Banner,rage.,rage,1.0,100%
527,"00:34:04,120","00:34:05,485",Ultron,It's going around.,You just didn't think it through,0.88,80% - 89%
528,"00:34:05,600","00:34:06,840",Tony Stark,"Come on, use your words, buddy.",Come on,0.77,< 80%
529,"00:34:06,960","00:34:09,167",Ultron,"I have more than enough words to describe you, Stark.","You want to protect the world, but you don't want it to change",0.85,80% - 89%
530,"00:34:09,280","00:34:10,520",Tony Stark,Thor. The Legionnaire.,That's the one,0.76,< 80%
531,"00:34:13,800","00:34:17,361",Thor,"Trail went cold about 100 miles out, but it's headed north.","Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.8,80% - 89%
532,"00:34:17,480","00:34:18,925",Tony Stark,And it has the sceptre.,That's the one,0.79,< 80%
533,"00:34:19,320","00:34:21,004",James Rhodes,"Now we have to retrieve it, again.","Look, we need to make some calls, assuming we still can",0.9,90% - 99%
534,"00:34:21,160","00:34:22,969",Natasha Romanoff,Genie's out of that bottle.,The genie's out of that bottle,0.89,80% - 89%
535,"00:34:23,120","00:34:24,326",Bruce Banner,Clear and present is Ultron.,"This isn't strategy, this is",0.83,80% - 89%
536,"00:34:24,480","00:34:26,130",Ultron,I don't understand.,"I'm sorry, I know you mean well",0.89,80% - 89%
537,"00:34:26,640","00:34:28,563",Dr. Helen Cho,You built this program.,You built this program,1.0,100%
538,"00:34:30,320","00:34:31,731",Ultron,Why is it trying to kill us?,How is humanity saved if it's not allowed to,0.9,90% - 99%
539,"00:34:38,600","00:34:39,761",Bruce Banner,You think this is funny?,This is insane,0.86,80% - 89%
540,"00:34:40,520","00:34:41,851",Bruce Banner,No.,"No, Ultron could've assimilated Jarvis",0.87,80% - 89%
541,"00:34:42,440","00:34:44,363",Ultron,"It's probably not, right?",You just didn't think it through,0.89,80% - 89%
542,"00:34:45,440","00:34:47,761",Bruce Banner,This is very terrible. Is it so...,This is insane,0.89,80% - 89%
543,"00:34:47,880","00:34:50,042",Ultron,Is it so... It is. It's so terrible.,How is humanity saved if it's not allowed to,0.81,80% - 89%
544,"00:34:50,160","00:34:51,730",Ultron,This could have been avoided if you hadn't played,You just didn't think it through,0.78,< 80%
545,"00:34:51,840","00:34:53,365",Ultron,with something you don't understand.,"You want to protect the world, but you don't want it to change",0.86,80% - 89%
546,"00:34:53,520","00:34:56,171",Ultron,No. I'm sorry. I'm sorry. It is funny.,"I had strings, but now I'm free",0.82,80% - 89%
547,"00:34:56,320","00:34:58,482",James Rhodes,It's a hoot that you don't get why we need this.,"Look, we need to make some calls, assuming we still can",0.88,80% - 89%
548,"00:34:58,640","00:35:00,802",James Rhodes,"Tony, maybe this might not be the time.",What if he decides to access something a little more exciting,0.78,< 80%
549,"00:35:00,960","00:35:03,281",Clint Barton,Really? That's it?,It's going around,0.89,80% - 89%
550,"00:35:03,400","00:35:06,364",Natasha Romanoff,"You just roll over, show your belly every time somebody snarls?",Probably knows more about us than we know about each other,0.78,< 80%
551,"00:35:06,520","00:35:07,760",James Rhodes,Only when I've created a murder bot.,What if he decides to access something a little more exciting,0.75,< 80%
552,"00:35:07,880","00:35:11,446",James Rhodes,We didn't. We weren't even close.,"Look, we need to make some calls, assuming we still can",0.87,80% - 89%
553,"00:35:07,880","00:35:11,446",Thor,Were we close to an interface?,"Now we have to retrieve it, again",0.78,< 80%
554,"00:35:11,560","00:35:15,121",James Rhodes,"Well, you did something right.","Look, we need to make some calls, assuming we still can",0.83,80% - 89%
555,"00:35:11,560","00:35:15,121",Tony Stark,And you did it right here.,"It's probably not, right",0.88,80% - 89%
556,"00:35:15,200","00:35:17,009",Maria Hill,The Avengers were supposed to be different than S.H.I.E.L.D.,But there wasn't anyone else in the building,0.75,< 80%
557,"00:35:17,240","00:35:20,210",Thor,Anybody remember when I carried a nuke through a wormhole?,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.76,< 80%
558,"00:35:20,360","00:35:21,885",Clint Barton,"No, it's never come up.",It's going around,0.76,< 80%
559,"00:35:20,360","00:35:21,885",Clint Barton,Saved New York?,"Woah, woah, woah",0.52,< 80%
560,"00:35:22,040","00:35:23,963",Thor,Never heard that.,This could've been avoided if you hadn't played with something you don't understand,0.79,< 80%
561,"00:35:22,040","00:35:23,963",Thor,Recall that?,This could've been avoided if you hadn't played with something you don't understand,0.75,< 80%
562,"00:35:24,080","00:35:27,766",Thor,A hostile alien army came charging through a hole in space.,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.76,< 80%
563,"00:35:28,360","00:35:30,567",Thor,We're standing 300 feet below it.,"Now we have to retrieve it, again",0.78,< 80%
564,"00:35:32,200","00:35:33,725",Thor,We're the Avengers.,"Now we have to retrieve it, again",0.79,< 80%
565,"00:35:33,880","00:35:38,321",Thor,"We can bust arms dealers all the livelong day, but that up there, that's...","Now we have to retrieve it, again",0.84,80% - 89%
566,"00:35:39,040","00:35:40,963",Steve Rogers,That's the endgame.,The Legionnaire,0.79,< 80%
567,"00:35:41,560","00:35:43,449",Thor,How were you guys planning on beating that?,This could've been avoided if you hadn't played with something you don't understand,0.77,< 80%
568,"00:35:44,360","00:35:45,771",Iron Legion,Together.,Please back away,0.53,< 80%
569,"00:35:49,120","00:35:50,485",Tony Stark,We'll lose.,We didn't,0.86,80% - 89%
570,"00:35:51,560","00:35:53,483",Tony Stark,"Then we'll do that together, too.",It's a hoot that you don't get why we need this,0.92,90% - 99%
571,"00:35:56,400","00:35:58,687",Bruce Banner,Thor's right. Ultron's calling us out.,"Ultron cleared out, used the internet as an escape hatch",0.51,< 80%
572,"00:35:59,560","00:36:01,520",Thor,And I'd like to find him before he's ready for us.,"Now we have to retrieve it, again",0.85,80% - 89%
573,"00:36:02,760","00:36:06,443",Thor,The world's a big place.,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.75,< 80%
574,"00:36:02,760","00:36:06,443",Clint Barton,Let's start making it smaller.,It's going around,0.88,80% - 89%
575,"00:36:29,600","00:36:31,648",Thor,"Talk, and if you are wasting our time...",This could've been avoided if you hadn't played with something you don't understand,0.84,80% - 89%
576,"00:36:31,760","00:36:36,129",Natasha Romanoff,Did you know this church is in the exact centre of the city?,The genie's out of that bottle,0.83,80% - 89%
577,"00:36:36,280","00:36:40,886",Steve Rogers,The elders decreed it so that everyone could be equally close to God.,The Avengers were supposed to be different than SHIELD,0.87,80% - 89%
578,"00:36:41,400","00:36:42,561",Tony Stark,I like that.,I'm sorry,0.84,80% - 89%
579,"00:36:43,080","00:36:45,003",Natasha Romanoff,The geometry of belief.,The genie's out of that bottle,0.85,80% - 89%
580,"00:36:47,120","00:36:49,487",Tony Stark,You're wondering why you can't look inside my head.,It's a hoot that you don't get why we need this,0.85,80% - 89%
581,"00:36:49,960","00:36:51,928",Tony Stark,Sometimes it's hard.,That's it,0.9,90% - 99%
582,"00:36:52,080","00:36:54,367",Thor,"But sooner or later, every man shows himself.","Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.51,< 80%
583,"00:36:56,120","00:36:57,451",Dr. Helen Cho,I'm sure they do.,I don't understand,0.95,90% - 99%
584,"00:36:58,560","00:37:00,961",Thor,But you needed something more than a man.,"Trail went cold about a hundred miles out but it's headed north, and it has the scepter",0.79,< 80%
585,"00:37:01,800","00:37:04,326",Tony Stark,That's why you let Stark take the sceptre.,It's a hoot that you don't get why we need this,0.85,80% - 89%
586,"00:37:04,720","00:37:10,163",Dr. Helen Cho,"I didn't expect, but I saw Stark's fear.",I don't understand,0.84,80% - 89%
587,"00:37:10,800","00:37:12,040",Steve Rogers,I knew it would control him.,And you did it right here,0.84,80% - 89%
588,"00:37:12,160","00:37:14,003",Steve Rogers,Make him selfdestruct.,Let's start making it smaller,0.75,< 80%
589,"00:37:14,160","00:37:16,481",Tony Stark,Everyone creates the thing they dread.,"We can bust arms dealers all the live long day, but, that up there",0.82,80% - 89%
590,"00:37:17,320","00:37:19,926",Ultron,Men of peace create engines of war.,"Men of peace create engines of war, invaders create avengers, people create",0.85,80% - 89%
591,"00:37:20,440","00:37:22,602",Ultron,Invaders create Avengers.,"Men of peace create engines of war, invaders create avengers, people create",0.74,< 80%
592,"00:37:22,840","00:37:24,285",Ultron,People create,"Men of peace create engines of war, invaders create avengers, people create",0.62,< 80%
593,"00:37:25,840","00:37:27,842",Ultron,smaller people?,smaller people,1.0,100%
594,"00:37:27,960","00:37:31,043",Bruce Banner,"Children. I lost the word, there.",Only when I've created a murder bot,0.76,< 80%
595,"00:37:31,160","00:37:32,525",Ultron,Children,Children,1.0,100%
596,"00:37:32,680","00:37:37,850",Steve Rogers,"designed to supplant them, to help them end.",And I'd like to find him before he's ready for us,0.78,< 80%
597,"00:37:38,600","00:37:41,881",Steve Rogers,"Is that why you've come, to end the Avengers?",And you did it right here,0.81,80% - 89%
598,"00:37:42,000","00:37:44,321",Steve Rogers,I've come to save the world.,And I'd like to find him before he's ready for us,0.83,80% - 89%
599,"00:37:45,000","00:37:47,651",Ultron,But also... Yeah.,The elders decreed it so that everyone could be equally close to God,0.77,< 80%
600,"00:37:51,840","00:37:53,524",Steve Rogers,We'll move out right away.,"Then we'll do that together, too",0.81,80% - 89%
601,"00:37:53,640","00:37:56,805",Ultron,"This is a start, but there's something we need to begin the real work.",Everyone creates the thing they dread,0.86,80% - 89%
602,"00:37:57,200","00:37:58,929",Wanda Maximoff,All of these are...,All of these are,1.0,100%
603,"00:37:57,200","00:37:58,929",Ultron,Me.,Me,1.0,100%
604,"00:37:59,600","00:38:03,002",Ultron,I have what the Avengers never will. Harmony.,The elders decreed it so that everyone could be equally close to God,0.82,80% - 89%
605,"00:38:03,160","00:38:05,367",Ultron,They're discordant. Disconnected.,Everyone creates the thing they dread,0.82,80% - 89%
606,"00:38:05,520","00:38:07,360",Tony Stark,Stark's already got them turning on each other.,How were you guys planning on beating that,0.84,80% - 89%
607,"00:38:07,480","00:38:09,881",Ultron,And when you get inside the rest of their heads...,Everyone creates the thing they dread,0.84,80% - 89%
608,"00:38:10,000","00:38:12,162",Ultron,Everyone's plan is not to kill them.,The elders decreed it so that everyone could be equally close to God,0.86,80% - 89%
609,"00:38:12,280","00:38:13,770",Wanda Maximoff,And make them martyrs?,And if you are wasting our time,0.78,< 80%
610,"00:38:14,360","00:38:15,964",Tony Stark,You need patience.,It's a hoot that you don't get why we need this,0.86,80% - 89%
611,"00:38:16,120","00:38:17,804",Ultron,Need to see the big picture.,I've come to save the world,0.82,80% - 89%
612,"00:38:17,960","00:38:21,203",Ultron,I don't see the big picture.,"Oh, I'm sure they do",0.83,80% - 89%
613,"00:38:17,960","00:38:21,203",Bruce Banner,I have a little picture.,Only when I've created a murder bot,0.87,80% - 89%
614,"00:38:22,400","00:38:25,961",Steve Rogers,"I take it out and look at it, every day.",And you did it right here,0.81,80% - 89%
615,"00:38:26,120","00:38:28,930",Ultron,You lost your parents in the bombings.,Did you know this church is in the exact center of the city,0.81,80% - 89%
616,"00:38:26,120","00:38:28,930",Ultron,I've seen the records.,I lost the word there,0.85,80% - 89%
617,"00:38:29,040","00:38:30,201",Ultron,The records are not the picture.,Did you know this church is in the exact center of the city,0.82,80% - 89%
618,"00:38:30,320","00:38:32,721",Wanda Maximoff,Pietro.,Pietro,1.0,100%
619,"00:38:30,320","00:38:32,721",Ultron,"No, please.","No, please",1.0,100%
620,"00:38:35,800","00:38:38,963",Pietro Maximoff,We were 10 years old.,"We were ten years old, having dinner, the four of us",0.68,< 80%
621,"00:38:35,800","00:38:38,963",Ultron,"Having dinner, the four of us.",And when you get inside the rest of their heads,0.84,80% - 89%
622,"00:38:40,560","00:38:44,562",Tony Stark,"When the first shell hits, two floors below, it makes a hole in the floor.",A hostile alien army came charging through a hole in space,0.84,80% - 89%
623,"00:38:44,720","00:38:46,245",Wanda Maximoff,It's big.,Sometimes it's hard,0.84,80% - 89%
624,"00:38:47,640","00:38:49,449",Pietro Maximoff,Our parents go in,"Our parents go in, and the whole building starts coming apart",0.75,< 80%
625,"00:38:49,560","00:38:52,643",Ultron,and the whole building starts coming apart.,And when you get inside the rest of their heads,0.86,80% - 89%
626,"00:38:53,360","00:38:57,688",Ultron,"I grab her, roll under the bed, and the second shell hits.",And when you get inside the rest of their heads,0.77,< 80%
627,"00:38:58,040","00:38:59,963",Steve Rogers,But it doesn't go off.,Let's start making it smaller,0.81,80% - 89%
628,"00:39:02,000","00:39:03,650",Wanda Maximoff,It just,Sometimes it's hard,0.92,90% - 99%
629,"00:39:04,160","00:39:06,083",Ultron,sits there in the rubble.,Did you know this church is in the exact center of the city,0.79,< 80%
630,"00:39:07,080","00:39:09,367",Pietro Maximoff,Three feet from our faces.,"sits there in the rubble, three feet from our faces",0.74,< 80%
631,"00:39:10,440","00:39:13,925",Ultron,And on the side of the shell is painted one word.,Did you know this church is in the exact center of the city,0.86,80% - 89%
632,"00:39:14,120","00:39:15,770",Wanda Maximoff,Stark.,Stark,1.0,100%
633,"00:39:17,600","00:39:19,728",Pietro Maximoff,We were trapped for two days.,"We were ten years old, having dinner, the four of us",0.83,80% - 89%
634,"00:39:20,200","00:39:26,167",Ultron,"Every effort to save us, every shift in the bricks, I think, This will set it off.","This is a start, but there's something we need to begin the real work",0.88,80% - 89%
635,"00:39:29,440","00:39:33,287",Steve Rogers,We wait for two days for Tony Stark to kill us.,And I'd like to find him before he's ready for us,0.85,80% - 89%
636,"00:39:35,800","00:39:37,643",Ultron,I know what they are.,I like that,0.84,80% - 89%
637,"00:39:38,800","00:39:42,566",Ultron,I wondered why only you two survived Strucker's experiments.,I have what the Avengers never will,0.83,80% - 89%
638,"00:39:43,560","00:39:44,721",Ultron,Now I don't.,"Oh, I'm sure they do",0.94,90% - 99%
639,"00:39:45,120","00:39:46,849",Steve Rogers,We will make it right.,"Then we'll do that together, too",0.9,90% - 99%
640,"00:39:47,320","00:39:48,810",Ultron,You and I can hurt them.,I have what the Avengers never will,0.83,80% - 89%
641,"00:39:50,280","00:39:53,568",Ultron,But you will tear them apart,That's why you let Stark take the scepter,0.81,80% - 89%
642,"00:39:55,560","00:39:57,403",Pietro Maximoff,from the inside.,"sits there in the rubble, three feet from our faces",0.86,80% - 89%
643,"00:40:04,000","00:40:05,206",Ultron,He's all over the globe.,Everyone creates the thing they dread,0.75,< 80%
644,"00:40:05,320","00:40:08,529",Maria Hill,"Robotics labs, weapons facilities, jet propulsion labs.","Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place",0.76,< 80%
645,"00:40:08,640","00:40:12,729",Pietro Maximoff,"Reports of a metal man, or men, coming in and emptying the place.",And on the side of the shell is painted one word,0.85,80% - 89%
646,"00:40:12,840","00:40:14,001",Steve Rogers,Fatalities?,Fatalities,1.0,100%
647,"00:40:14,120","00:40:15,201",Maria Hill,Only when engaged.,Only when engaged,1.0,100%
648,"00:40:15,320","00:40:16,970",Pietro Maximoff,Mostly guys left in a fugue state,"When the first shell hits, two floors below, it makes a hole in the floor",0.81,80% - 89%
649,"00:40:17,080","00:40:21,682",Ultron,"going on about old memories, worst fears, and something too fast to see.",Need to see the big picture,0.8,80% - 89%
650,"00:40:21,800","00:40:23,211",Steve Rogers,Maximoffs.,Maximoffs,1.0,100%
651,"00:40:23,480","00:40:26,165",Pietro Maximoff,That makes sense he'd go to them.,Everyone's plan is not to kill them,0.83,80% - 89%
652,"00:40:23,480","00:40:26,165",Ultron,They have someone in common.,You lost your parents in the bombings,0.83,80% - 89%
653,"00:40:26,280","00:40:28,203",Maria Hill,Not any more.,Not anymore,0.54,< 80%
654,"00:40:32,080","00:40:34,003",Ultron,That's a negative. I answer to you.,"This is a start, but there's something we need to begin the real work",0.85,80% - 89%
655,"00:40:35,360","00:40:36,407",Ultron,"Yes, ma'am.","No, please",0.76,< 80%
656,"00:40:36,520","00:40:38,329",Ultron,Barton. Might have something.,I have what the Avengers never will,0.8,80% - 89%
657,"00:40:38,840","00:40:39,887",Ultron,I gotta go.,I've come to save the world,0.67,< 80%
658,"00:40:40,040","00:40:41,201",Tony Stark,Who was that?,That's,0.56,< 80%
659,"00:40:42,000","00:40:43,240",Ultron,Girlfriend.,end,0.68,< 80%
660,"00:40:46,000","00:40:47,126",Ultron,What's this?,"This is a start, but there's something we need to begin the real work",0.77,< 80%
661,"00:40:47,280","00:40:49,487",Clint Barton,A message. Ultron killed Strucker.,That's a negative,0.83,80% - 89%
662,"00:40:51,000","00:40:53,731",Steve Rogers,"And he did a Banksy at the crime scene, just for us.","Well, that makes sense he'd go to them, they have someone in common",0.81,80% - 89%
663,"00:40:53,880","00:40:55,291",Clint Barton,This is a smoke screen.,That's a negative,0.81,80% - 89%
664,"00:40:55,400","00:40:57,801",Ultron,Why send a message when you've just given a speech?,"This is a start, but there's something we need to begin the real work",0.83,80% - 89%
665,"00:40:57,920","00:41:00,287",Wanda Maximoff,Strucker knew something that Ultron wanted us to miss.,We wait for two days for Tony Stark to kill us,0.84,80% - 89%
666,"00:41:00,400","00:41:02,209",Ultron,"Yeah, I bet he... Yeah.","Oh, I'm sure they do",0.75,< 80%
667,"00:41:02,880","00:41:04,600",Ultron,Everything we had on Strucker's been erased.,Stark's already got them turning on each other,0.78,< 80%
668,"00:41:04,960","00:41:06,200",Maria Hill,Not everything.,Not anymore,0.93,90% - 99%
669,"00:41:07,840","00:41:09,490",Ultron,Known associates.,smaller people,0.62,< 80%
670,"00:41:10,000","00:41:11,570",Tony Stark,Baron Strucker had a lot of friends.,A hostile alien army came charging through a hole in space,0.6,< 80%
671,"00:41:11,720","00:41:13,160",Wanda Maximoff,"Well, these people are all horrible.",All of these are,0.85,80% - 89%
672,"00:41:13,440","00:41:15,169",Ultron,Wait. I know that guy.,Now I don't,0.85,80% - 89%
673,"00:41:17,640","00:41:19,210",Pietro Maximoff,From back in the day.,"sits there in the rubble, three feet from our faces",0.84,80% - 89%
674,"00:41:17,640","00:41:19,210",Maria Hill,He operates off the African coast.,He's all over the globe,0.82,80% - 89%
675,"00:41:19,320","00:41:20,321",Maria Hill,Black market arms.,"Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place",0.53,< 80%
