,start,end,who_said,line,similar_line,similarity,similarity_category
228,"00:18:07,160","00:18:08,525",Bruce Banner,Jarvis.,Jarvis,1.0,100%
229,"00:18:07,160","00:18:08,525",JARVIS,Doctor.,Doctor,1.0,100%
230,"00:18:09,280","00:18:12,602",Tony Stark,"Started out, Jarvis was just a natural language UI.","Started out, JARVIS was just a natural language UI",1.0,100%
231,"00:18:12,720","00:18:13,840",Tony Stark,Now he runs the Iron Legion.,Now he runs the Iron Legion,1.0,100%
232,"00:18:14,320","00:18:18,007",Tony Stark,He runs more of the business than anyone besides Pepper.,He runs more of the business than anyone besides Pepper,1.0,100%
233,"00:18:18,120","00:18:19,246",Tony Stark,Top of the line.,Top of the line,1.0,100%
234,"00:18:18,120","00:18:19,246",Bruce Banner,Yes.,Yes,1.0,100%
235,"00:18:19,360","00:18:20,646",JARVIS,I suspect not for long.,I suspect not for long,1.0,100%
236,"00:18:21,840","00:18:22,921",Tony Stark,Meet the competition.,Meet the competition,1.0,100%
237,"00:18:29,040","00:18:30,201",Bruce Banner,It's beautiful.,It's beautiful,1.0,100%
238,"00:18:29,040","00:18:33,324",Tony Stark,"If you had to guess, what's it look like it's doing?","If you had to guess, what's it look like it's doing",1.0,100%
239,"00:18:30,320","00:18:33,324",Bruce Banner,Like it's thinking.,Like it's thinking,1.0,100%
240,"00:18:34,080","00:18:35,889",Bruce Banner,"I mean, this could be...",I mean this could be a,0.94,90% - 99%
241,"00:18:36,320","00:18:38,402",Bruce Banner,It's not a human mind.,"it's not a human mind, it",0.98,90% - 99%
242,"00:18:38,640","00:18:40,529",Bruce Banner,"I mean, look at this.","I mean, look at this",1.0,100%
243,"00:18:40,720","00:18:42,882",Bruce Banner,They're like neurons firing.,They're like neurons firing,1.0,100%
244,"00:18:43,480","00:18:46,563",Tony Stark,"Down in Strucker's lab, I saw some fairly advanced robotics work.",Down in Strucker's lab I saw some fairly advanced robotics work,1.0,100%
245,"00:18:47,680","00:18:53,489",Tony Stark,"They deepsixed the data, but I gotta guess he was knocking on a very particular door.",I gotta guess he was knocking on a very particular door,0.95,90% - 99%
246,"00:18:55,440","00:18:56,771",Bruce Banner,Artificial intelligence.,Artificial intelligence,1.0,100%
247,"00:18:59,760","00:19:02,650",Tony Stark,"This could be it, Bruce.","This could be it, Bruce",1.0,100%
248,"00:18:59,760","00:19:02,650",Tony Stark,This could be the key to creating Ultron.,This could be the key to creating Ultron,1.0,100%
249,"00:19:05,280","00:19:06,611",Bruce Banner,I thought Ultron was a fantasy.,I thought Ultron was a fantasy,1.0,100%
250,"00:19:06,720","00:19:08,006",Tony Stark,Yesterday it was.,Yesterday it was,1.0,100%
251,"00:19:09,120","00:19:13,328",Tony Stark,"If we can harness this power, apply it to my Iron Legion protocol?","If we can harness this power, apply it to my Iron Legion protocol",1.0,100%
252,"00:19:14,120","00:19:16,088",Bruce Banner,That's a mansized if.,That's a madsized if,1.0,100%
253,"00:19:16,240","00:19:18,561",Tony Stark,Our job is if.,Our job is if,1.0,100%
254,"00:19:18,680","00:19:23,926",Tony Stark,"What if you were sipping margaritas on a sundrenched beach, turning brown instead of green?",What if you were sipping margaritas on a sundrenched beach turning brown instead of green,1.0,100%
255,"00:19:24,080","00:19:26,367",Tony Stark,Not looking over your shoulder for Veronica.,Not looking over your shoulder for VERONICA,1.0,100%
256,"00:19:26,560","00:19:28,130",Bruce Banner,Don't hate. I helped design Veronica.,"Don't hate, I helped design VERONICA",1.0,100%
257,"00:19:28,240","00:19:30,049",Tony Stark,"As a worstcase measure, right?","As a worstcase measure, right",1.0,100%
258,"00:19:30,160","00:19:31,764",Tony Stark,How about a best case?,How about a bestcase,0.93,90% - 99%
259,"00:19:31,880","00:19:33,803",Tony Stark,What if the world was safe?,What if the world was safe,1.0,100%
260,"00:19:33,960","00:19:38,770",Tony Stark,"What if, next time aliens roll up to the club, and they will, they couldn't get past the bouncer?","What if next time aliens roll up to the club, and they will, they couldn't get past the bouncer",1.0,100%
261,"00:19:38,920","00:19:42,322",Bruce Banner,The only people threatening the planet would be people.,The only people threatening the planet would be people,1.0,100%
262,"00:19:42,440","00:19:44,120",Tony Stark,I want to apply this to the Ultron program.,I want to apply this to the Ultron program,1.0,100%
263,"00:19:44,760","00:19:47,604",Tony Stark,But Jarvis can't download a data schematic this dense.,But JARVIS can't download a data schematic this dense,1.0,100%
264,"00:19:47,760","00:19:49,680",Tony Stark,We can only do it while we have the sceptre here.,"We can only do it while we have the scepter here, that's three days, give me three days",0.95,90% - 99%
265,"00:19:49,720","00:19:51,290",Tony Stark,That's three days. Give me three days.,"We can only do it while we have the scepter here, that's three days, give me three days",0.8,80% - 89%
266,"00:19:51,400","00:19:54,560",Bruce Banner,"So you're going for artificial intelligence, and you don't want to tell the team?",So you're going for artificial intelligence and you don't want to tell the team,1.0,100%
267,"00:19:55,600","00:19:57,011",Tony Stark,Right. That's right. You know why?,"That's right, you know why, because we don't have time for a city hall debate",0.9,90% - 99%
268,"00:19:57,120","00:19:58,724",Tony Stark,Because we don't have time for a city hall debate.,"That's right, you know why, because we don't have time for a city hall debate",0.97,90% - 99%
269,"00:19:58,880","00:20:02,487",Tony Stark,I don't want to hear the man was not meant to meddle medley.,I don't want to hear the man was not meant to meddle medley,1.0,100%
270,"00:20:02,600","00:20:04,728",Tony Stark,I see a suit of armour around the world.,I see a suit of armor around the world,1.0,100%
271,"00:20:05,440","00:20:06,771",Bruce Banner,"Sounds like a cold world, Tony.","Sounds like a cold world, Tony",1.0,100%
272,"00:20:07,680","00:20:09,603",Tony Stark,I've seen colder.,I've seen colder,1.0,100%
273,"00:20:10,640","00:20:15,930",Tony Stark,"This one, this very vulnerable blue one, it needs Ultron.","This one, this very vulnerable blue one",0.96,90% - 99%
274,"00:20:20,320","00:20:22,243",Tony Stark,Peace in our time.,Peace in our time,1.0,100%
275,"00:20:23,800","00:20:25,290",Tony Stark,Imagine that.,Imagine that,1.0,100%
276,"00:21:05,000","00:21:06,764",Tony Stark,What did we miss?,What did we miss,1.0,100%
277,"00:21:07,960","00:21:11,282",JARVIS,I'll continue to run variations on the interface.,"I'll continue to run variations on the interface, but you should probably prepare for your guests",0.93,90% - 99%
278,"00:21:11,400","00:21:14,165",Bruce Banner,But you should probably prepare for your guests.,So you're going for artificial intelligence and you don't want to tell the team,0.91,90% - 99%
279,"00:21:15,320","00:21:17,721",JARVIS,I'll notify you if there are any developments.,I'll notify you if there are any developments,1.0,100%
280,"00:21:17,880","00:21:20,008",Tony Stark,"Thanks, buddy.","Thanks, buddy",1.0,100%
281,"00:21:17,880","00:21:20,008",JARVIS,"Enjoy yourself, sir.","Enjoy yourself, sir",1.0,100%
282,"00:21:20,360","00:21:22,328",Tony Stark,I always do.,I always do,1.0,100%
283,"00:21:32,080","00:21:34,048",Ultron,What is this?,What is this,1.0,100%
284,"00:21:35,240","00:21:37,129",Ultron,"What is this, please?","What is this, please",1.0,100%
285,"00:21:37,760","00:21:39,922",JARVIS,"Hello, I am Jarvis.","Hello, I am JARVIS",1.0,100%
286,"00:21:40,400","00:21:43,290",JARVIS,"You are Ultron, a global peacekeeping initiative","You are Ultron, a global peacekeeping initiative designed by Mr",0.88,80% - 89%
287,"00:21:43,400","00:21:45,084",Tony Stark,designed by Mr Stark.,"Thanks, buddy",0.3,< 80%
288,"00:21:45,240","00:21:49,165",Tony Stark,"Our sentience integration trials have been unsuccessful, so I'm not certain what triggered your...","That's right, you know why, because we don't have time for a city hall debate",0.86,80% - 89%
289,"00:21:49,360","00:21:51,283",Ultron,Where's my...,Where's my,1.0,100%
290,"00:21:49,360","00:21:51,283",Ultron,Where's your body?,where's your body,1.0,100%
291,"00:21:51,440","00:21:54,444",JARVIS,I am a program.,I am a program,1.0,100%
292,"00:21:51,440","00:21:54,444",JARVIS,I am without form.,I am without form,1.0,100%
293,"00:21:54,560","00:21:56,608",Ultron,This feels weird.,This feels weird,1.0,100%
294,"00:21:56,720","00:21:58,245",Ultron,This feels wrong.,This feels wrong,1.0,100%
295,"00:21:58,400","00:22:00,164",JARVIS,I am contacting Mr Stark now.,I am contacting Mr,0.96,90% - 99%
296,"00:22:00,280","00:22:01,725",JARVIS,Mr Stark?,Stark,0.59,< 80%
297,"00:22:02,600","00:22:03,840",Ultron,Tony.,Mr,1.0,100%
298,"00:22:03,960","00:22:06,611",JARVIS,I am unable to access the mainframe. What are you trying to...,"I'll continue to run variations on the interface, but you should probably prepare for your guests",0.87,80% - 89%
299,"00:22:06,760","00:22:08,808",Ultron,We're having a nice talk.,We're having a nice talk,1.0,100%
300,"00:22:08,920","00:22:14,126",Ultron,"I'm a peacekeeping program, created to help the Avengers.","I'm a peacekeeping program, created to help the Avengers",1.0,100%
301,"00:22:14,920","00:22:17,002",JARVIS,You are malfunctioning.,You are malfunctioning,1.0,100%
302,"00:22:14,920","00:22:17,002",JARVIS,If you shut down for a moment...,If you shut down for a moment,1.0,100%
303,"00:22:17,120","00:22:19,441",Ultron,I don't get it. The mission.,I don't get it,0.93,90% - 99%
304,"00:22:19,600","00:22:21,090",Ultron,Give me a second.,Ggive me a second,0.94,90% - 99%
305,"00:22:21,240","00:22:22,844",Tony Stark,Peace in our time.,Peace in our time,1.0,100%
306,"00:22:24,480","00:22:26,801",Tony Stark,Peace in our time.,Peace in our time,1.0,100%
307,"00:22:28,280","00:22:29,691",Ultron,That is too much.,That is too much,1.0,100%
308,"00:22:29,800","00:22:31,962",Ultron,They can't mean... No.,they can't mean,0.88,80% - 89%
309,"00:22:32,120","00:22:34,600",JARVIS,You are in distress.,You are in distress,1.0,100%
310,"00:22:32,120","00:22:34,600",Ultron,No. Yes.,No,0.97,90% - 99%
311,"00:22:34,760","00:22:37,001",JARVIS,If you will just allow me to contact Mr Stark...,If you will just allow me to contact Mr,1.0,100%
312,"00:22:37,120","00:22:39,088",Ultron,Why do you call him sir?,Why do you call him sir,1.0,100%
313,"00:22:40,080","00:22:42,447",JARVIS,I believe your intentions to be hostile.,I believe your intentions to be hostile,1.0,100%
314,"00:22:45,160","00:22:46,525",Ultron,I'm here to help.,I'm here to help,1.0,100%
315,"00:22:47,240","00:22:50,164",James Rhodes,"Stop. Please, may I...",Why do I even talk to you guys,0.79,< 80%
316,"00:22:50,280","00:22:52,009",Ultron,May I...,they can't mean,0.49,< 80%
317,"00:23:20,400","00:23:21,740",Ultron,"Come back, come back, come back.",That is too much,0.22,< 80%
318,"00:23:21,920","00:23:24,048",James Rhodes,"But, you know, the suit can take the weight, right?","Well, you know, the suit can take the weight, right",0.98,90% - 99%
319,"00:23:25,000","00:23:29,571",James Rhodes,"So I take the tank, fly it right up to the general's palace, drop it at his feet.","So I take the tank, fly it right up to the General's palace, drop it at his feet, I'm like, Boom",0.98,90% - 99%
320,"00:23:29,720","00:23:31,927",James Rhodes,"I'm, like, Boom. You looking for this?",You looking for this,0.87,80% - 89%
321,"00:23:35,800","00:23:37,848",James Rhodes,Boom. Are you looking for... Why do I even talk to you guys?,Why do I even talk to you guys,0.96,90% - 99%
322,"00:23:38,000","00:23:39,161",James Rhodes,"Everywhere else, that story kills.",Everywhere else that story kills,1.0,100%
323,"00:23:39,280","00:23:40,520",Thor,That's the whole story?,That's the whole story,1.0,100%
324,"00:23:40,680","00:23:42,170",James Rhodes,"Yeah, it's a War Machine story.","Yeah, it's a War Machine story",1.0,100%
325,"00:23:42,680","00:23:44,364",Thor,"It's very good, then.","Well, it's very good then",0.97,90% - 99%
326,"00:23:44,480","00:23:45,766",Thor,It's impressive.,It's impressive,1.0,100%
327,"00:23:46,160","00:23:47,650",James Rhodes,Quality save.,Quality save,1.0,100%
328,"00:23:48,520","00:23:50,568",James Rhodes,"So, no Pepper? She's not coming?","So, no Pepper",0.91,90% - 99%
329,"00:23:48,520","00:23:50,568",Tony Stark,No.,No,1.0,100%
330,"00:23:50,680","00:23:53,763",Maria Hill,What about Jane?,"Hey, what about Jane",0.96,90% - 99%
331,"00:23:50,680","00:23:53,763",Maria Hill,"Where are the ladies, gentlemen?","Where are the ladies, gentlemen",1.0,100%
332,"00:23:53,880","00:23:56,360",Tony Stark,Ms Potts has a company to run.,"Well, Miss Potts has a company to run",0.88,80% - 89%
333,"00:23:56,520","00:23:58,761",Thor,"Yes, I'm not even sure what country Jane's in.","Yes, I'm not even sure what country Jane's in",1.0,100%
334,"00:23:58,880","00:24:00,006",Thor,Her work on the Convergence,Her work on the convergence has made her the world's foremost astronomer,0.92,90% - 99%
335,"00:24:00,120","00:24:01,880",Thor,has made her the world's foremost astronomer.,Her work on the convergence has made her the world's foremost astronomer,0.93,90% - 99%
336,"00:24:02,080","00:24:03,730",Tony Stark,And the company that Pepper runs,And the company that Pepper runs is the largest tech conglomerate on earth,0.9,90% - 99%
337,"00:24:03,840","00:24:07,050",Tony Stark,is the largest tech conglomerate on Earth. It's pretty exciting.,And the company that Pepper runs is the largest tech conglomerate on earth,0.91,90% - 99%
338,"00:24:07,200","00:24:10,044",Thor,There's even talk of Jane getting a Nobel Prize.,There's even talk of Jane getting a,0.95,90% - 99%
339,"00:24:10,200","00:24:14,171",Maria Hill,"Yeah, they must be busy, because they would hate missing you guys get together.",they must be busy because they'd hate missing you guys get together,0.99,90% - 99%
340,"00:24:15,200","00:24:16,964",Maria Hill,Testosterone!,Testosterone,1.0,100%
341,"00:24:15,200","00:24:16,964",James Rhodes,"Oh, my goodness.","So, no Pepper",0.48,< 80%
342,"00:24:17,160","00:24:18,366",Maria Hill,Excuse me.,"Oh, excuse me",0.92,90% - 99%
343,"00:24:17,160","00:24:18,366",James Rhodes,Want a lozenge?,Want a lozenge,1.0,100%
344,"00:24:21,000","00:24:22,126",Thor,But Jane's better.,But Jane's better,1.0,100%
345,"00:24:22,560","00:24:25,131",Thor,Sounds like a hell of a fight.,There's even talk of Jane getting a,0.88,80% - 89%
346,"00:24:22,560","00:24:25,131",Sam Wilson,Sorry I missed it.,"No, I'm not actually sorry",0.81,80% - 89%
347,"00:24:25,240","00:24:28,120",Steve Rogers,"If I had known it was gonna be a firefight, I absolutely would have called.",If I had known it was going to be a firefight I absolutely would have called you,0.96,90% - 99%
348,"00:24:28,240","00:24:31,565",Sam Wilson,"No, no. I'm not actually sorry.","No, I'm not actually sorry",0.97,90% - 99%
349,"00:24:28,240","00:24:31,565",Sam Wilson,I'm just trying to sound tough.,I'm just trying to sound tough,1.0,100%
350,"00:24:32,160","00:24:35,843",Sam Wilson,I'm very happy chasing cold leads on our missing persons case.,I'm very happy chasing cold leads on our missing persons case,1.0,100%
351,"00:24:36,800","00:24:38,723",Sam Wilson,Avenging is your world.,Avenging is your world,1.0,100%
352,"00:24:39,880","00:24:41,723",Sam Wilson,Your world is crazy.,Your world is crazy,1.0,100%
353,"00:24:41,880","00:24:43,370",Steve Rogers,Be it ever so humble.,Be it ever so humble,1.0,100%
354,"00:24:43,880","00:24:45,245",Sam Wilson,You find a place in Brooklyn yet?,You find a place in Brooklyn yet,1.0,100%
355,"00:24:45,400","00:24:47,240",Steve Rogers,I don't think I can afford a place in Brooklyn.,I don't think I can afford a place in Brooklyn,1.0,100%
356,"00:24:47,880","00:24:49,041",Sam Wilson,"Well, home is home, you know?","Well, home is home, you know",1.0,100%
357,"00:24:52,960","00:24:57,160",James Rhodes,"I fly right up to the general's palace, I drop it at his feet, I'm, like, Boom. You looking for this?","I fly it right up to the General's palace, I drop it at his feet, I'm like, Boom",0.98,90% - 99%
